filename,noise_variance,noise_type
220.png,12278.092084329392,Gaussian
2991.png,12937.728108884881,Gaussian
5320.png,15176.319363024017,Gaussian
2222.png,14257.458011411185,Gaussian
4265.png,10471.082789722412,Gaussian
4108.png,13607.31755786031,Gaussian
5734.png,11813.491150220578,Gaussian
391.png,11094.676491895896,Gaussian
277.png,12257.660761228222,Gaussian
3095.png,11926.333847451635,Gaussian
2289.png,9156.902505639144,Other Noise
4241.png,9376.51040780744,Other Noise
5408.png,8111.217611492144,Other Noise
4445.png,10403.396578607118,Gaussian
3789.png,10229.61713394846,Gaussian
1901.png,15208.916376491983,Gaussian
617.png,9469.61696807514,Other Noise
584.png,9158.983655014472,Other Noise
1196.png,10834.818302860216,Gaussian
5235.png,5000.6846153805245,Other Noise
300.png,14747.121964978245,Gaussian
2682.png,7686.005072451006,Other Noise
2127.png,14582.214346423105,Gaussian
667.png,14928.902791486247,Gaussian
5577.png,12165.634778973226,Gaussian
4906.png,9090.260540678666,Other Noise
4366.png,9465.268701906363,Other Noise
2963.png,10190.05795088613,Gaussian
2318.png,10270.511295083299,Gaussian
425.png,10674.514884901055,Gaussian
4911.png,10895.961481736533,Gaussian
5537.png,11261.389103658288,Gaussian
1903.png,15218.46450966398,Gaussian
5636.png,15395.700292239375,Gaussian
3245.png,10830.052605415163,Gaussian
1484.png,14783.286423526963,Gaussian
4823.png,9521.271564382498,Other Noise
4363.png,12067.593641935056,Gaussian
1720.png,15199.213230817679,Gaussian
2316.png,11587.657279056139,Gaussian
1679.png,7188.274666460906,Other Noise
2636.png,9106.801004966534,Other Noise
1574.png,11925.136613471961,Gaussian
4061.png,14109.553318094053,Gaussian
5452.png,9488.699342438878,Other Noise
244.png,12728.11878236632,Gaussian
3237.png,7196.263662184288,Other Noise
2080.png,14908.89951790248,Gaussian
1761.png,9297.260044736888,Other Noise
5564.png,8699.248209035262,Other Noise
2658.png,8655.264140806368,Other Noise
3513.png,14535.997737466778,Gaussian
329.png,11020.535721707287,Gaussian
282.png,14866.008990336839,Gaussian
5963.png,12458.017855902499,Gaussian
2845.png,15388.548103579027,Gaussian
5733.png,12988.362607869829,Gaussian
890.png,11993.754093018551,Gaussian
4062.png,8926.059571776166,Other Noise
1465.png,14260.64972127058,Gaussian
2436.png,7619.224785252304,Other Noise
4596.png,15204.674817649315,Gaussian
1440.png,12689.674126525928,Gaussian
1192.png,4861.017253186429,Other Noise
2699.png,8073.48143918515,Other Noise
2200.png,14605.308174381991,Gaussian
1149.png,10650.858211743209,Gaussian
5757.png,11954.846013691593,Gaussian
1138.png,12562.361158790623,Gaussian
2564.png,9756.640734231152,Other Noise
5373.png,13284.977361931238,Gaussian
2061.png,10023.152808760888,Gaussian
5563.png,8691.14829573208,Other Noise
2268.png,11586.188722663988,Gaussian
1688.png,9291.133259242322,Other Noise
3154.png,11922.013965348498,Gaussian
4483.png,8379.983049527256,Other Noise
263.png,14823.236643794688,Gaussian
4517.png,1436.226947622254,Other Noise
1317.png,8075.003008999538,Other Noise
354.png,12008.555200102346,Gaussian
4716.png,9771.041211476671,Other Noise
4342.png,11807.741579087906,Gaussian
650.png,14901.859839579041,Gaussian
3370.png,8326.39838641118,Other Noise
3661.png,4684.36659545015,Other Noise
2158.png,10634.808136308939,Gaussian
2304.png,9727.147242488225,Other Noise
5523.png,11423.461276897515,Gaussian
1620.png,10111.965398576795,Gaussian
3584.png,12752.045042052452,Gaussian
3267.png,8329.412063667745,Other Noise
2648.png,11475.580889970623,Gaussian
3136.png,11818.655733195921,Gaussian
1022.png,10729.818243397956,Gaussian
166.png,13202.016339505584,Gaussian
1345.png,10264.005178197143,Gaussian
2989.png,9823.684069181423,Other Noise
4324.png,9866.346751633031,Other Noise
5264.png,15205.39597400379,Gaussian
4544.png,10730.903148271109,Gaussian
2337.png,14107.458502831969,Gaussian
4453.png,9685.03739780124,Other Noise
2733.png,8766.80508490213,Other Noise
594.png,6802.192958625039,Other Noise
2328.png,10115.769679105215,Gaussian
5098.png,11496.399721129674,Gaussian
1828.png,15251.770732874162,Gaussian
3583.png,12011.037155485534,Gaussian
582.png,7217.196623110878,Other Noise
5343.png,15255.213519940258,Gaussian
3867.png,9620.155465818243,Other Noise
1355.png,7319.9072660743,Other Noise
1654.png,10238.44837388268,Gaussian
5070.png,10660.174659879689,Gaussian
4133.png,11643.674352685495,Gaussian
3773.png,7130.09244126634,Other Noise
947.png,11761.310987168497,Gaussian
2443.png,1123.2861190777983,Other Noise
1260.png,1421.9742503885539,Other Noise
4931.png,11906.8764341397,Gaussian
680.png,15221.6982966735,Gaussian
1527.png,10742.128540427495,Gaussian
1560.png,11652.938537599528,Gaussian
5201.png,9719.812684105404,Other Noise
1523.png,14839.150823530024,Gaussian
1647.png,11749.638794545162,Gaussian
5718.png,11445.842041887314,Gaussian
5838.png,10550.205832616497,Gaussian
5145.png,12641.268536240817,Gaussian
3177.png,9112.736310626531,Other Noise
5360.png,10998.467761628714,Gaussian
2006.png,13044.774017381551,Gaussian
4889.png,9457.787553436223,Other Noise
3417.png,11088.495350922962,Gaussian
4154.png,14751.744151407807,Gaussian
1181.png,9364.995194513667,Other Noise
320.png,12340.201210889792,Gaussian
2192.png,12160.429108951997,Gaussian
5175.png,10746.155556955875,Gaussian
4701.png,9571.849017533634,Other Noise
2164.png,11948.333793257374,Gaussian
3939.png,11684.48005170943,Gaussian
1020.png,11927.176039664293,Gaussian
2785.png,13113.382383131368,Gaussian
5287.png,15201.567333929637,Gaussian
1468.png,13903.403652231096,Gaussian
1972.png,11357.485446633495,Gaussian
5425.png,11354.837413385547,Gaussian
4833.png,12388.206000433722,Gaussian
1518.png,12244.74708450144,Gaussian
5553.png,10302.452997053288,Gaussian
4330.png,9965.526514622941,Other Noise
1865.png,15188.629616125589,Gaussian
5314.png,14936.926379480396,Gaussian
3124.png,11906.648337823151,Gaussian
3986.png,9224.752481509826,Other Noise
952.png,11718.273160646,Gaussian
2385.png,9977.602270625639,Other Noise
5952.png,11368.708535314317,Gaussian
4535.png,1958.2806923135195,Other Noise
437.png,14383.005444191464,Gaussian
572.png,9398.494705735064,Other Noise
3840.png,15233.377249057563,Gaussian
4393.png,14225.841716309344,Gaussian
1591.png,12606.575768557797,Gaussian
2555.png,12363.292037700838,Gaussian
5771.png,10292.69613885844,Gaussian
5166.png,10466.05216779298,Gaussian
4945.png,11619.186127956189,Gaussian
997.png,7944.602383808624,Other Noise
4822.png,11927.38534605997,Gaussian
2813.png,10075.614089495588,Gaussian
2581.png,12381.024156673906,Gaussian
1713.png,12462.302916934568,Gaussian
4333.png,12448.050597477632,Gaussian
2552.png,9087.61090894846,Other Noise
5829.png,9083.177175555995,Other Noise
2401.png,9702.117407199004,Other Noise
4618.png,11147.482116709805,Gaussian
5895.png,15202.222225841988,Gaussian
2092.png,14873.847877419592,Gaussian
5853.png,9454.833426764326,Other Noise
4831.png,7745.388352906319,Other Noise
4403.png,10591.488865802552,Gaussian
3708.png,13791.762000965302,Gaussian
2553.png,9834.235567005766,Other Noise
5634.png,14540.235370112929,Gaussian
18.png,11471.772535484139,Gaussian
4938.png,5604.763554954755,Other Noise
2929.png,9640.87652240234,Other Noise
2464.png,15048.485382954595,Gaussian
3575.png,10013.967088895302,Gaussian
63.png,9572.243964487037,Other Noise
3576.png,10851.307564400593,Gaussian
3399.png,10001.337049789585,Gaussian
4343.png,9946.57159914131,Other Noise
455.png,11874.953681396695,Gaussian
2532.png,14915.36236221483,Gaussian
2322.png,11562.707833739296,Gaussian
2036.png,8934.670987071055,Other Noise
1917.png,15203.21884056662,Gaussian
1572.png,10898.994212028463,Gaussian
5973.png,10538.912336721405,Gaussian
3727.png,12548.805607847225,Gaussian
5565.png,5627.304942529482,Other Noise
2797.png,13241.833999526843,Gaussian
1259.png,9208.85693269469,Other Noise
1473.png,14824.137189669764,Gaussian
1815.png,14861.05117449616,Gaussian
5746.png,10262.166448932378,Gaussian
1164.png,14302.109417202231,Gaussian
4714.png,8790.261387119117,Other Noise
5679.png,9997.577615761447,Other Noise
2614.png,9365.642711458013,Other Noise
1286.png,12014.946690386361,Gaussian
5931.png,15257.548263168486,Gaussian
4489.png,1260.4805466114408,Other Noise
4719.png,9086.889325274347,Other Noise
5990.png,11046.680770797131,Gaussian
936.png,10517.060098169519,Gaussian
5846.png,10933.498476008766,Gaussian
2588.png,12273.952947255782,Gaussian
2633.png,8269.5654748199,Other Noise
1079.png,9732.492003667963,Other Noise
4623.png,14848.397818977124,Gaussian
5395.png,9876.392572332397,Other Noise
2521.png,15032.369937458718,Gaussian
4594.png,15219.267687448872,Gaussian
4347.png,9896.25060128339,Other Noise
3668.png,8191.605164893342,Other Noise
5840.png,9174.641674727873,Other Noise
4002.png,11279.457190013567,Gaussian
1449.png,9376.330820101102,Other Noise
5883.png,15220.561371638905,Gaussian
3707.png,7205.217080090361,Other Noise
1706.png,9122.143978299915,Other Noise
4094.png,14799.757633339621,Gaussian
435.png,12109.383758737633,Gaussian
1681.png,8851.387186456848,Other Noise
3551.png,12150.245438166581,Gaussian
5582.png,13307.205117393818,Gaussian
3461.png,14775.799533653159,Gaussian
294.png,12109.138079372298,Gaussian
5427.png,12324.248669835217,Gaussian
2651.png,8231.424026992941,Other Noise
5974.png,11379.303283735077,Gaussian
534.png,15235.869635702285,Gaussian
5540.png,13756.415711126772,Gaussian
1821.png,15225.992344375434,Gaussian
745.png,13827.861948695247,Gaussian
4009.png,7214.360492905503,Other Noise
2299.png,11134.53449487247,Gaussian
264.png,12961.76408213008,Gaussian
1966.png,13541.824845055968,Gaussian
1980.png,11978.075782410966,Gaussian
21.png,11826.910140582075,Gaussian
4574.png,15211.659027009702,Gaussian
5969.png,9563.107287360643,Other Noise
1752.png,10600.933063504595,Gaussian
3973.png,13027.119842270957,Gaussian
1546.png,10952.550261397519,Gaussian
3455.png,9259.072432892794,Other Noise
2695.png,12038.37340935236,Gaussian
5814.png,12088.004104603368,Gaussian
3782.png,10348.752072325107,Gaussian
1657.png,11103.624060138505,Gaussian
954.png,13002.096885115998,Gaussian
3717.png,9003.52616663372,Other Noise
4161.png,12122.935890294933,Gaussian
5351.png,15191.195686106152,Gaussian
5729.png,14349.76196691101,Gaussian
5661.png,14436.942251273475,Gaussian
1968.png,11245.964725948057,Gaussian
495.png,5907.694878632378,Other Noise
12.png,11877.110871807727,Gaussian
3900.png,11344.395120447683,Gaussian
4380.png,10971.330541343366,Gaussian
1905.png,15197.342229662607,Gaussian
3464.png,14807.424769640433,Gaussian
2514.png,8852.650790270685,Other Noise
2237.png,12059.645763686927,Gaussian
3169.png,10650.865251432388,Gaussian
4568.png,15022.185442237982,Gaussian
739.png,14900.252034860341,Gaussian
3483.png,14870.34114082623,Gaussian
3264.png,8668.217383212352,Other Noise
514.png,13080.144262487274,Gaussian
616.png,8596.540723402324,Other Noise
5094.png,10947.383946489823,Gaussian
2647.png,8683.73077909141,Other Noise
720.png,15204.524280218144,Gaussian
4513.png,10338.87085827533,Gaussian
4098.png,13421.317901281584,Gaussian
5826.png,12488.654837422957,Gaussian
792.png,8799.570581461052,Other Noise
5000.png,4963.511946114661,Other Noise
3706.png,10471.183058888448,Gaussian
4680.png,11167.83008893203,Gaussian
5528.png,8296.289448559435,Other Noise
1663.png,11072.465138295614,Gaussian
5274.png,14874.78831685099,Gaussian
4557.png,14899.161044773406,Gaussian
2996.png,11628.360200398132,Gaussian
4576.png,15224.79322669864,Gaussian
3763.png,7380.706804318284,Other Noise
4465.png,14381.189084292275,Gaussian
1607.png,9563.668650722146,Other Noise
98.png,9776.632654481633,Other Noise
5994.png,12493.429588144912,Gaussian
3340.png,12666.862450782291,Gaussian
5350.png,14841.49181624998,Gaussian
1203.png,1866.553949340775,Other Noise
2842.png,14948.32252821736,Gaussian
2469.png,15229.813685651943,Gaussian
5186.png,10068.693241914536,Gaussian
5059.png,14873.319910000046,Gaussian
524.png,10947.40686113968,Gaussian
1454.png,14245.777497424166,Gaussian
127.png,9780.889153641941,Other Noise
666.png,14918.173848993629,Gaussian
2666.png,8910.454309255281,Other Noise
1166.png,10294.719935580499,Gaussian
4329.png,10351.624292590444,Gaussian
3589.png,9052.879559586041,Other Noise
2691.png,9230.371039295589,Other Noise
1358.png,11588.583877245697,Gaussian
1777.png,1782.7603612400028,Other Noise
4868.png,14884.957115578136,Gaussian
3827.png,9277.114714675838,Other Noise
4339.png,9484.47307747596,Other Noise
5995.png,11627.1987637447,Gaussian
2198.png,14275.909612950578,Gaussian
4244.png,10470.263883915646,Gaussian
3159.png,8635.706690372028,Other Noise
3110.png,12842.76839663781,Gaussian
3943.png,13210.71458684305,Gaussian
1833.png,15214.643269000051,Gaussian
5982.png,11811.653507996638,Gaussian
2670.png,8024.404727530297,Other Noise
5456.png,7812.828507465729,Other Noise
4328.png,11803.029548610974,Gaussian
2859.png,14543.20347829741,Gaussian
3862.png,11428.782989193061,Gaussian
415.png,14346.293706066306,Gaussian
553.png,15182.36315079695,Gaussian
2818.png,8568.555860117698,Other Noise
4011.png,13204.740722290746,Gaussian
5998.png,7659.097867348116,Other Noise
219.png,13147.509946231363,Gaussian
4421.png,14236.201157331832,Gaussian
2481.png,14915.559848829713,Gaussian
5226.png,9196.732544820727,Other Noise
4960.png,11403.009717209643,Gaussian
3026.png,14544.746703688465,Gaussian
184.png,9561.676360700962,Other Noise
3331.png,15227.349231484684,Gaussian
5726.png,11090.898526837213,Gaussian
3146.png,10730.061463983197,Gaussian
1927.png,14818.141779368078,Gaussian
2057.png,9513.273440485129,Other Noise
1056.png,11872.15208820444,Gaussian
3525.png,12273.482115687671,Gaussian
782.png,9480.836571219425,Other Noise
5306.png,15250.906885320142,Gaussian
4840.png,12172.534864078441,Gaussian
1082.png,11138.41603557595,Gaussian
1929.png,15227.067844113164,Gaussian
5764.png,10382.08621122969,Gaussian
3567.png,9781.433738230406,Other Noise
757.png,9821.632790012674,Other Noise
795.png,11198.83788708383,Gaussian
5677.png,11885.955409297703,Gaussian
627.png,10643.18875412164,Gaussian
2822.png,11603.343774022393,Gaussian
3315.png,14890.927481229792,Gaussian
1534.png,11693.692859846471,Gaussian
4569.png,15202.747478417692,Gaussian
1478.png,12040.970485330561,Gaussian
5716.png,14311.553346407745,Gaussian
3178.png,10130.184869660683,Gaussian
2031.png,12159.014214997653,Gaussian
3001.png,9375.690042488272,Other Noise
5055.png,11014.141020169525,Gaussian
4280.png,10802.340391304911,Gaussian
1631.png,9670.841786809471,Other Noise
1195.png,10663.70363407189,Gaussian
1341.png,9586.568637288286,Other Noise
4736.png,9575.73903496481,Other Noise
1575.png,10881.63447658532,Gaussian
1384.png,9829.135389398843,Other Noise
3731.png,10646.770837352089,Gaussian
1460.png,14463.122946084699,Gaussian
5286.png,11115.422345856132,Gaussian
2402.png,9952.631786224332,Other Noise
2908.png,15324.894139770557,Gaussian
4467.png,10931.995734344238,Gaussian
2560.png,9911.65593346193,Other Noise
3349.png,9818.566865732166,Other Noise
1745.png,9948.84504188489,Other Noise
2076.png,13862.053456857118,Gaussian
5176.png,12155.140648240298,Gaussian
3141.png,10411.981427804329,Gaussian
873.png,8293.896141949052,Other Noise
810.png,7298.891287294211,Other Noise
1875.png,14889.677686470659,Gaussian
3376.png,9126.098014265692,Other Noise
1945.png,11942.92552749316,Gaussian
2606.png,11315.811478841904,Gaussian
5736.png,10697.698833786637,Gaussian
2093.png,14958.232237247023,Gaussian
3054.png,14829.880548334751,Gaussian
1550.png,12250.965148006677,Gaussian
5979.png,9344.879230310678,Other Noise
3106.png,12515.590218176174,Gaussian
3991.png,13135.030833423581,Gaussian
1922.png,10174.537111292077,Gaussian
3970.png,9543.834715693572,Other Noise
1554.png,12017.558592266269,Gaussian
4243.png,12887.853349210445,Gaussian
4357.png,9861.197785236089,Other Noise
751.png,10995.04158207905,Gaussian
1747.png,9682.627189398876,Other Noise
5667.png,11651.47340400411,Gaussian
510.png,9087.049540041284,Other Noise
5210.png,9499.688499006086,Other Noise
5256.png,15213.689153016046,Gaussian
1999.png,9686.30254956946,Other Noise
4729.png,10908.264328904634,Gaussian
28.png,14608.218561863743,Gaussian
5044.png,12145.849100422934,Gaussian
1737.png,9236.028926164861,Other Noise
1800.png,8962.854486208425,Other Noise
1171.png,10435.632225359846,Gaussian
1167.png,10831.165027543397,Gaussian
3088.png,14809.317121786524,Gaussian
1612.png,10131.154213301294,Gaussian
190.png,11721.251383624905,Gaussian
5669.png,14570.841027778955,Gaussian
4336.png,10843.437556520175,Gaussian
4063.png,15133.057648142054,Gaussian
2397.png,10301.797559865958,Gaussian
5462.png,9109.178503052128,Other Noise
5467.png,7975.836541435127,Other Noise
4667.png,11306.098148769632,Gaussian
5643.png,13871.46597231653,Gaussian
490.png,6698.24558268979,Other Noise
2957.png,7922.231366203641,Other Noise
3999.png,6726.303519531232,Other Noise
5113.png,10577.415990504654,Gaussian
1043.png,14842.78483970423,Gaussian
2620.png,12381.594692979097,Gaussian
1531.png,11062.412056986,Gaussian
3023.png,11569.242251877527,Gaussian
2461.png,12386.773806726877,Gaussian
2549.png,11052.73539650094,Gaussian
2550.png,9704.98238315805,Other Noise
4674.png,11388.71712156945,Gaussian
1677.png,10547.19527785053,Gaussian
4049.png,15265.045916831896,Gaussian
4599.png,12696.319935981199,Gaussian
4402.png,9682.336383754853,Other Noise
4886.png,15212.234779304781,Gaussian
3411.png,11866.072300407364,Gaussian
4948.png,12140.630386307026,Gaussian
5570.png,8280.15334166308,Other Noise
1643.png,8667.662202920432,Other Noise
2285.png,9942.020741531514,Other Noise
165.png,11858.034969697694,Gaussian
1257.png,10030.505688722971,Gaussian
3195.png,11118.571479149097,Gaussian
3093.png,11839.138447138972,Gaussian
1933.png,12664.954982125988,Gaussian
3142.png,11474.857362406841,Gaussian
1549.png,10852.606229243765,Gaussian
1812.png,15194.34941517327,Gaussian
5585.png,5485.6726803934125,Other Noise
4276.png,12002.594930895628,Gaussian
402.png,9042.404596823024,Other Noise
5132.png,14419.096369597282,Gaussian
988.png,9520.343418722137,Other Noise
1383.png,9546.679039760143,Other Noise
2737.png,10196.006433159837,Gaussian
1368.png,11141.428592497306,Gaussian
464.png,10083.043752442352,Gaussian
22.png,9300.05204341934,Other Noise
1787.png,8732.254377704194,Other Noise
202.png,8836.679254930692,Other Noise
4279.png,10793.792743575192,Gaussian
5126.png,9877.735860270996,Other Noise
3704.png,9833.171356481798,Other Noise
247.png,14203.082691616011,Gaussian
2378.png,11542.478896176031,Gaussian
5608.png,10497.018224215399,Gaussian
5832.png,12054.29893221117,Gaussian
831.png,12664.610419968416,Gaussian
3779.png,8954.76084632843,Other Noise
1418.png,12562.769321249196,Gaussian
3841.png,15213.35518251986,Gaussian
3713.png,2110.322651073802,Other Noise
4943.png,11849.262511405106,Gaussian
2426.png,10036.886898886089,Gaussian
1660.png,11161.667643842873,Gaussian
3849.png,15200.343978075567,Gaussian
3571.png,10582.84575960053,Gaussian
3784.png,8723.632877339738,Other Noise
4784.png,11103.817945773511,Gaussian
2298.png,11429.601346032532,Gaussian
3180.png,10032.152964075358,Gaussian
3617.png,2483.427554308604,Other Noise
4239.png,11316.591884717296,Gaussian
1030.png,10967.104249317837,Gaussian
368.png,11576.023297839083,Gaussian
5787.png,11328.951854076768,Gaussian
5749.png,10258.760011135397,Gaussian
758.png,11255.601492305592,Gaussian
1049.png,12565.600557769976,Gaussian
3057.png,14700.485056322708,Gaussian
1369.png,8578.09343822861,Other Noise
4638.png,14921.405536523349,Gaussian
3528.png,14567.913055338511,Gaussian
1134.png,11593.74418291889,Gaussian
469.png,9925.944636629636,Other Noise
3845.png,15229.71619782087,Gaussian
3162.png,10878.567998350409,Gaussian
2678.png,8529.676528155003,Other Noise
1153.png,11751.894009545034,Gaussian
3301.png,15221.032973453435,Gaussian
602.png,5119.677360204274,Other Noise
4468.png,8652.405449827416,Other Noise
1117.png,11238.112532091995,Gaussian
1915.png,14904.141856965396,Gaussian
1188.png,7607.0390837839495,Other Noise
2572.png,12031.44268594557,Gaussian
799.png,12565.710276850476,Gaussian
4958.png,12044.336039937685,Gaussian
476.png,1578.5663190236078,Other Noise
4639.png,15211.671340698924,Gaussian
5735.png,10761.242931031245,Gaussian
481.png,10692.590420390454,Gaussian
2265.png,11637.321953982208,Gaussian
1489.png,15184.519058108517,Gaussian
944.png,13025.855499774672,Gaussian
1217.png,4196.6742352613865,Other Noise
5813.png,11536.230357753733,Gaussian
3335.png,14865.203580757341,Gaussian
5465.png,8876.321870869422,Other Noise
3553.png,14189.861678563562,Gaussian
559.png,14863.44774179072,Gaussian
1044.png,14867.555385630005,Gaussian
4892.png,10132.763183565663,Gaussian
447.png,10535.92096795521,Gaussian
5632.png,14886.07787873435,Gaussian
2111.png,14834.253307246647,Gaussian
5345.png,14944.280278219307,Gaussian
2373.png,12236.767024302699,Gaussian
625.png,8894.588441743817,Other Noise
742.png,10815.336226792775,Gaussian
67.png,9501.298062491383,Other Noise
2451.png,4628.210493341139,Other Noise
3132.png,9987.22719947628,Other Noise
4850.png,8670.889980931755,Other Noise
2821.png,10861.517326277077,Gaussian
4486.png,1844.936695044522,Other Noise
1481.png,14563.019487050982,Gaussian
5487.png,8547.533328845535,Other Noise
2327.png,10416.26746911757,Gaussian
4355.png,13865.380320322016,Gaussian
4503.png,6892.579685186573,Other Noise
96.png,10518.458707750106,Gaussian
1393.png,11907.968853768283,Gaussian
3690.png,10641.751230395277,Gaussian
243.png,12572.194235710069,Gaussian
4865.png,15199.234996591204,Gaussian
3990.png,10473.011098604995,Gaussian
2592.png,11573.194066637028,Gaussian
3989.png,10758.386764889105,Gaussian
5049.png,11782.827004026214,Gaussian
4443.png,10283.951419262896,Gaussian
4753.png,11799.759400840028,Gaussian
5071.png,10655.344147003283,Gaussian
3767.png,4982.9778298030815,Other Noise
2834.png,14887.572313715158,Gaussian
502.png,11902.516948490842,Gaussian
3043.png,11623.737668095464,Gaussian
2420.png,7423.187942929573,Other Noise
2799.png,9870.480604192539,Other Noise
2207.png,14613.513730176399,Gaussian
2133.png,12545.629622365746,Gaussian
5851.png,11499.244177580527,Gaussian
603.png,9229.46221944836,Other Noise
1106.png,10446.433838009532,Gaussian
5591.png,9749.043594268367,Other Noise
2455.png,14916.186557378747,Gaussian
1971.png,11429.746671874867,Gaussian
5062.png,11740.355385369658,Gaussian
34.png,10418.610148940656,Gaussian
3891.png,8661.806968261313,Other Noise
1817.png,9448.544704931763,Other Noise
2784.png,13222.385710730528,Gaussian
1415.png,13031.087636016164,Gaussian
3190.png,11032.522220615767,Gaussian
2408.png,8025.441600020474,Other Noise
3802.png,901.9560963196287,Other Noise
2928.png,6504.976055003051,Other Noise
1087.png,11347.838555410659,Gaussian
2456.png,15283.537150763032,Gaussian
4604.png,15201.272302130166,Gaussian
5611.png,9952.556504902699,Other Noise
5198.png,11827.210337916149,Gaussian
4274.png,10492.087855935217,Gaussian
5534.png,10901.942902189767,Gaussian
3334.png,15189.18239375213,Gaussian
3338.png,9652.565610930935,Other Noise
5258.png,15196.45928564353,Gaussian
509.png,9963.095595317742,Other Noise
5928.png,15245.274660436597,Gaussian
2478.png,15226.586068347751,Gaussian
1506.png,9196.305763264932,Other Noise
896.png,11417.150731480946,Gaussian
690.png,15274.670581543269,Gaussian
5420.png,11472.057238497046,Gaussian
5441.png,9063.178613868462,Other Noise
2109.png,12580.08722586442,Gaussian
4359.png,12031.59744865398,Gaussian
1784.png,1384.551203690308,Other Noise
3930.png,11741.654690756774,Gaussian
1357.png,12383.220108014566,Gaussian
2432.png,9077.921342431124,Other Noise
3595.png,11875.281807125853,Gaussian
5492.png,11864.557330020983,Gaussian
2147.png,14539.587038486861,Gaussian
1702.png,12195.437139417521,Gaussian
4043.png,14213.75151489546,Gaussian
1441.png,9210.704175625722,Other Noise
3978.png,9470.442921598074,Other Noise
813.png,10948.852829931258,Gaussian
1233.png,9501.052624109208,Other Noise
1634.png,11042.094194999803,Gaussian
869.png,9856.94541267288,Other Noise
1897.png,15199.343429953613,Gaussian
3594.png,11875.740998940097,Gaussian
4762.png,9116.684955205354,Other Noise
41.png,9454.164816817645,Other Noise
2833.png,13159.44777477636,Gaussian
733.png,15220.946465154837,Gaussian
945.png,5225.985947416316,Other Noise
1896.png,10573.313298128858,Gaussian
159.png,10599.888681971073,Gaussian
4291.png,11369.771577809528,Gaussian
3644.png,10733.62840534384,Gaussian
5251.png,15224.611636191445,Gaussian
1628.png,13115.206766579446,Gaussian
4590.png,15211.129946864676,Gaussian
814.png,7411.628686873802,Other Noise
5436.png,11366.194554674268,Gaussian
4866.png,14891.328591284779,Gaussian
662.png,14824.541190824326,Gaussian
563.png,9299.64676568862,Other Noise
3761.png,7408.776269102675,Other Noise
3638.png,10262.735044292034,Gaussian
1809.png,15219.12492110856,Gaussian
2160.png,11515.698996078585,Gaussian
4140.png,11951.832835476145,Gaussian
1756.png,2070.1271737031693,Other Noise
1319.png,10853.146813745258,Gaussian
995.png,11854.33293313047,Gaussian
5502.png,11314.7699986048,Gaussian
4397.png,9667.489285463338,Other Noise
4755.png,8772.82531137139,Other Noise
1892.png,15403.247392184561,Gaussian
1013.png,14819.482658603201,Gaussian
2744.png,8379.092980309055,Other Noise
1232.png,4100.102976494567,Other Noise
4509.png,8948.728813061429,Other Noise
551.png,9999.98785745995,Other Noise
3885.png,9601.483322813057,Other Noise
1068.png,12257.904548967963,Gaussian
3878.png,8811.57229347416,Other Noise
3422.png,6204.725360509063,Other Noise
5770.png,9993.90525502019,Other Noise
2234.png,12269.898917771603,Gaussian
5406.png,12009.030339358986,Gaussian
2685.png,9370.924732300107,Other Noise
3153.png,11959.482173799708,Gaussian
3390.png,11290.176970788136,Gaussian
4414.png,10770.993904843428,Gaussian
3097.png,12197.611563858556,Gaussian
3371.png,8549.335790933106,Other Noise
4707.png,9811.97885984402,Other Noise
5011.png,11270.611717432197,Gaussian
5875.png,14848.099722080044,Gaussian
4734.png,8592.217137051852,Other Noise
3843.png,14962.265130342017,Gaussian
5111.png,12573.71068129094,Gaussian
1057.png,11967.244302476402,Gaussian
3273.png,14933.331187635888,Gaussian
5992.png,9680.5463873943,Other Noise
5280.png,15204.333383160998,Gaussian
5904.png,15218.74531322334,Gaussian
923.png,7606.751769730303,Other Noise
4113.png,14838.410917534482,Gaussian
827.png,9985.4213839577,Other Noise
5112.png,14218.714223089055,Gaussian
3799.png,9566.278312008022,Other Noise
1323.png,11143.283508769144,Gaussian
1559.png,11747.86088787007,Gaussian
4702.png,11209.46750014979,Gaussian
5388.png,8508.884439816991,Other Noise
4351.png,11849.582137936486,Gaussian
685.png,14863.554594555522,Gaussian
3377.png,8584.84956786809,Other Noise
554.png,15182.927538047255,Gaussian
1635.png,10742.604194856041,Gaussian
5680.png,12601.0932016118,Gaussian
5529.png,9298.3519697626,Other Noise
1683.png,1898.2618332861653,Other Noise
2039.png,5452.540215266066,Other Noise
2728.png,10055.23009475171,Gaussian
875.png,11847.940660773722,Gaussian
4706.png,11476.452971971372,Gaussian
4183.png,11996.904602469032,Gaussian
756.png,11632.759392312753,Gaussian
596.png,1846.5359302802547,Other Noise
4997.png,9260.07101110504,Other Noise
2511.png,15185.443827303374,Gaussian
246.png,14479.70782954384,Gaussian
2649.png,12588.86568121503,Gaussian
5592.png,12595.487562648645,Gaussian
195.png,6726.382494936138,Other Noise
2612.png,9344.864349813157,Other Noise
998.png,12883.34428754178,Gaussian
3652.png,9320.777069287795,Other Noise
4141.png,10211.023221631589,Gaussian
3308.png,14999.935270597429,Gaussian
4471.png,11381.239437016053,Gaussian
2002.png,11155.530650998668,Gaussian
3436.png,13052.183960125016,Gaussian
5945.png,15204.243106298345,Gaussian
5834.png,10461.962881994972,Gaussian
3694.png,2482.7359509485505,Other Noise
