filename,noise_type
639.png,Other noise
4056.png,Other noise
5525.png,Other noise
684.png,Other noise
2477.png,Other noise
712.png,Other noise
932.png,Other noise
735.png,Other noise
734.png,Other noise
5387.png,Other noise
2403.png,Poisson noise
3424.png,Other noise
4801.png,Other noise
722.png,Other noise
5311.png,Other noise
4211.png,Other noise
914.png,Other noise
2480.png,Other noise
2988.png,Other noise
2263.png,Other noise
2427.png,Other noise
5383.png,Other noise
5248.png,Other noise
2790.png,Poisson noise
3565.png,Other noise
2425.png,Other noise
5762.png,Other noise
855.png,Other noise
1476.png,Other noise
2351.png,Other noise
5700.png,Other noise
5743.png,Other noise
934.png,Other noise
5714.png,Other noise
3887.png,Other noise
3914.png,Other noise
1793.png,Other noise
5777.png,Other noise
339.png,Other noise
3517.png,Other noise
5125.png,Other noise
5253.png,Other noise
276.png,Other noise
5252.png,Other noise
1470.png,Other noise
2479.png,Other noise
4420.png,Poisson noise
848.png,Other noise
2083.png,Other noise
1270.png,Other noise
3923.png,Other noise
3482.png,Other noise
5827.png,Poisson noise
2628.png,Other noise
865.png,Other noise
3691.png,Poisson noise
2828.png,Other noise
5165.png,Other noise
3166.png,Other noise
3140.png,Other noise
1388.png,Other noise
2873.png,Other noise
939.png,Other noise
3378.png,Other noise
3298.png,Other noise
1366.png,Other noise
4657.png,Other noise
3839.png,Other noise
2878.png,Other noise
2561.png,Other noise
5090.png,Other noise
2880.png,Other noise
1744.png,Poisson noise
4951.png,Other noise
2313.png,Other noise
2746.png,Other noise
2204.png,Other noise
5639.png,Other noise
5384.png,Other noise
1277.png,Other noise
5123.png,Other noise
5171.png,Other noise
1963.png,Other noise
5358.png,Other noise
5385.png,Other noise
187.png,Other noise
1930.png,Other noise
5670.png,Other noise
1898.png,Other noise
1248.png,Poisson noise
3810.png,Other noise
5865.png,Other noise
4131.png,Other noise
5683.png,Other noise
5738.png,Other noise
3305.png,Other noise
3776.png,Poisson noise
4302.png,Other noise
996.png,Other noise
2241.png,Other noise
4994.png,Other noise
5172.png,Other noise
4095.png,Other noise
4593.png,Other noise
2407.png,Poisson noise
3259.png,Other noise
1439.png,Other noise
1204.png,Poisson noise
5182.png,Other noise
2909.png,Other noise
3948.png,Other noise
2867.png,Other noise
2997.png,Other noise
3129.png,Other noise
1801.png,Other noise
5323.png,Other noise
2765.png,Other noise
5682.png,Other noise
4592.png,Other noise
4876.png,Other noise
3171.png,Other noise
106.png,Poisson noise
4130.png,Other noise
585.png,Other noise
4479.png,Other noise
4284.png,Other noise
2048.png,Other noise
1775.png,Poisson noise
336.png,Other noise
3100.png,Other noise
279.png,Other noise
3557.png,Other noise
2247.png,Other noise
1114.png,Other noise
4967.png,Other noise
577.png,Other noise
5476.png,Other noise
1965.png,Other noise
1382.png,Other noise
356.png,Other noise
2755.png,Other noise
4378.png,Other noise
1928.png,Other noise
117.png,Other noise
4676.png,Other noise
4134.png,Other noise
937.png,Other noise
1557.png,Other noise
4930.png,Other noise
4285.png,Other noise
1419.png,Other noise
1877.png,Other noise
3405.png,Other noise
917.png,Other noise
1719.png,Other noise
220.png,Other noise
2991.png,Other noise
5320.png,Other noise
2222.png,Other noise
4265.png,Other noise
4108.png,Other noise
5734.png,Other noise
391.png,Other noise
277.png,Other noise
3095.png,Other noise
2289.png,Other noise
4241.png,Other noise
5408.png,Other noise
4445.png,Other noise
3789.png,Other noise
1901.png,Other noise
617.png,Other noise
584.png,Other noise
1196.png,Other noise
5235.png,Other noise
300.png,Other noise
2682.png,Other noise
2127.png,Other noise
667.png,Other noise
5577.png,Other noise
4906.png,Other noise
4366.png,Other noise
2963.png,Other noise
2318.png,Other noise
425.png,Other noise
4911.png,Other noise
5537.png,Other noise
1903.png,Other noise
5636.png,Other noise
3245.png,Other noise
1484.png,Other noise
4823.png,Poisson noise
4363.png,Other noise
1720.png,Other noise
2316.png,Other noise
1679.png,Other noise
2636.png,Other noise
1574.png,Other noise
4061.png,Other noise
5452.png,Other noise
244.png,Other noise
3237.png,Other noise
2080.png,Other noise
1761.png,Other noise
5564.png,Other noise
2658.png,Other noise
3513.png,Other noise
329.png,Other noise
282.png,Other noise
5963.png,Other noise
2845.png,Other noise
5733.png,Other noise
890.png,Other noise
4062.png,Other noise
1465.png,Other noise
2436.png,Other noise
4596.png,Other noise
1440.png,Other noise
1192.png,Poisson noise
2699.png,Other noise
2200.png,Other noise
1149.png,Other noise
5757.png,Other noise
1138.png,Other noise
2564.png,Other noise
5373.png,Other noise
2061.png,Other noise
5563.png,Other noise
2268.png,Other noise
1688.png,Other noise
3154.png,Other noise
4483.png,Other noise
263.png,Other noise
4517.png,Poisson noise
1317.png,Other noise
354.png,Other noise
4716.png,Other noise
4342.png,Other noise
650.png,Other noise
3370.png,Other noise
3661.png,Poisson noise
2158.png,Other noise
2304.png,Other noise
5523.png,Other noise
1620.png,Other noise
3584.png,Other noise
3267.png,Other noise
2648.png,Other noise
3136.png,Other noise
1022.png,Other noise
166.png,Other noise
1345.png,Other noise
2989.png,Other noise
4324.png,Other noise
5264.png,Other noise
4544.png,Other noise
2337.png,Other noise
4453.png,Other noise
2733.png,Other noise
594.png,Other noise
2328.png,Other noise
5098.png,Other noise
1828.png,Other noise
3583.png,Other noise
582.png,Other noise
5343.png,Other noise
3867.png,Other noise
1355.png,Other noise
1654.png,Other noise
5070.png,Other noise
4133.png,Other noise
3773.png,Other noise
947.png,Other noise
2443.png,Poisson noise
1260.png,Poisson noise
4931.png,Other noise
680.png,Other noise
1527.png,Other noise
1560.png,Other noise
5201.png,Other noise
1523.png,Other noise
1647.png,Other noise
5718.png,Other noise
5838.png,Other noise
5145.png,Other noise
3177.png,Other noise
5360.png,Other noise
2006.png,Other noise
4889.png,Poisson noise
3417.png,Other noise
4154.png,Other noise
1181.png,Other noise
320.png,Other noise
2192.png,Other noise
5175.png,Other noise
4701.png,Other noise
2164.png,Other noise
3939.png,Other noise
1020.png,Other noise
2785.png,Other noise
5287.png,Other noise
1468.png,Other noise
1972.png,Other noise
5425.png,Other noise
4833.png,Other noise
1518.png,Other noise
5553.png,Other noise
4330.png,Other noise
1865.png,Other noise
5314.png,Other noise
3124.png,Other noise
3986.png,Other noise
952.png,Other noise
2385.png,Other noise
5952.png,Other noise
4535.png,Poisson noise
437.png,Other noise
572.png,Other noise
3840.png,Other noise
4393.png,Other noise
1591.png,Other noise
2555.png,Other noise
5771.png,Other noise
5166.png,Other noise
4945.png,Other noise
997.png,Other noise
4822.png,Other noise
2813.png,Other noise
2581.png,Other noise
1713.png,Other noise
4333.png,Other noise
2552.png,Other noise
5829.png,Other noise
2401.png,Poisson noise
4618.png,Other noise
5895.png,Other noise
2092.png,Other noise
5853.png,Other noise
4831.png,Other noise
4403.png,Other noise
3708.png,Other noise
2553.png,Other noise
5634.png,Other noise
18.png,Other noise
4938.png,Other noise
2929.png,Other noise
2464.png,Other noise
3575.png,Other noise
63.png,Other noise
3576.png,Other noise
3399.png,Other noise
4343.png,Other noise
455.png,Other noise
2532.png,Other noise
2322.png,Other noise
2036.png,Other noise
1917.png,Other noise
1572.png,Other noise
5973.png,Other noise
3727.png,Other noise
5565.png,Other noise
2797.png,Other noise
1259.png,Other noise
1473.png,Other noise
1815.png,Other noise
5746.png,Other noise
1164.png,Other noise
4714.png,Other noise
5679.png,Other noise
2614.png,Other noise
1286.png,Other noise
5931.png,Other noise
4489.png,Poisson noise
4719.png,Other noise
5990.png,Other noise
936.png,Other noise
5846.png,Other noise
2588.png,Other noise
2633.png,Other noise
1079.png,Other noise
4623.png,Other noise
5395.png,Other noise
2521.png,Other noise
4594.png,Other noise
4347.png,Other noise
3668.png,Other noise
5840.png,Other noise
4002.png,Other noise
1449.png,Poisson noise
5883.png,Other noise
3707.png,Other noise
1706.png,Other noise
4094.png,Other noise
435.png,Other noise
1681.png,Other noise
3551.png,Other noise
5582.png,Other noise
3461.png,Other noise
294.png,Other noise
5427.png,Other noise
2651.png,Other noise
5974.png,Other noise
534.png,Other noise
5540.png,Other noise
1821.png,Other noise
745.png,Other noise
4009.png,Other noise
2299.png,Other noise
264.png,Other noise
1966.png,Other noise
1980.png,Other noise
21.png,Other noise
4574.png,Other noise
5969.png,Other noise
1752.png,Other noise
3973.png,Other noise
1546.png,Other noise
3455.png,Poisson noise
2695.png,Other noise
5814.png,Other noise
3782.png,Other noise
1657.png,Other noise
954.png,Other noise
3717.png,Other noise
4161.png,Other noise
5351.png,Other noise
5729.png,Other noise
5661.png,Other noise
1968.png,Other noise
495.png,Other noise
12.png,Other noise
3900.png,Other noise
4380.png,Other noise
1905.png,Other noise
3464.png,Other noise
2514.png,Other noise
2237.png,Other noise
3169.png,Other noise
4568.png,Other noise
739.png,Other noise
3483.png,Other noise
3264.png,Other noise
514.png,Other noise
616.png,Other noise
5094.png,Other noise
2647.png,Other noise
720.png,Other noise
4513.png,Other noise
4098.png,Other noise
5826.png,Other noise
792.png,Other noise
5000.png,Other noise
3706.png,Other noise
4680.png,Other noise
5528.png,Other noise
1663.png,Other noise
5274.png,Other noise
4557.png,Other noise
2996.png,Other noise
4576.png,Other noise
3763.png,Other noise
4465.png,Other noise
1607.png,Poisson noise
98.png,Other noise
5994.png,Other noise
3340.png,Other noise
5350.png,Other noise
1203.png,Poisson noise
2842.png,Other noise
2469.png,Other noise
5186.png,Other noise
5059.png,Other noise
524.png,Other noise
1454.png,Other noise
127.png,Other noise
666.png,Other noise
2666.png,Other noise
1166.png,Other noise
4329.png,Poisson noise
3589.png,Poisson noise
2691.png,Other noise
1358.png,Other noise
1777.png,Poisson noise
4868.png,Other noise
3827.png,Other noise
4339.png,Other noise
5995.png,Other noise
2198.png,Other noise
4244.png,Other noise
3159.png,Poisson noise
3110.png,Other noise
3943.png,Other noise
1833.png,Other noise
5982.png,Other noise
2670.png,Other noise
5456.png,Other noise
4328.png,Other noise
2859.png,Other noise
3862.png,Other noise
415.png,Other noise
553.png,Other noise
2818.png,Other noise
4011.png,Other noise
5998.png,Poisson noise
219.png,Other noise
4421.png,Other noise
2481.png,Other noise
5226.png,Other noise
4960.png,Other noise
3026.png,Other noise
184.png,Poisson noise
3331.png,Other noise
5726.png,Other noise
3146.png,Other noise
1927.png,Other noise
2057.png,Poisson noise
1056.png,Other noise
3525.png,Other noise
782.png,Other noise
5306.png,Other noise
4840.png,Other noise
1082.png,Other noise
1929.png,Other noise
5764.png,Other noise
3567.png,Other noise
757.png,Other noise
795.png,Other noise
5677.png,Other noise
627.png,Other noise
2822.png,Other noise
3315.png,Other noise
1534.png,Other noise
4569.png,Other noise
1478.png,Other noise
5716.png,Other noise
3178.png,Other noise
2031.png,Other noise
3001.png,Poisson noise
5055.png,Other noise
4280.png,Other noise
1631.png,Other noise
1195.png,Other noise
1341.png,Poisson noise
4736.png,Other noise
1575.png,Other noise
1384.png,Other noise
3731.png,Other noise
1460.png,Other noise
5286.png,Other noise
2402.png,Poisson noise
2908.png,Other noise
4467.png,Other noise
2560.png,Other noise
3349.png,Other noise
1745.png,Other noise
2076.png,Other noise
5176.png,Other noise
3141.png,Other noise
873.png,Other noise
810.png,Other noise
1875.png,Other noise
3376.png,Other noise
1945.png,Other noise
2606.png,Other noise
5736.png,Other noise
2093.png,Other noise
3054.png,Other noise
1550.png,Other noise
5979.png,Other noise
3106.png,Other noise
3991.png,Other noise
1922.png,Other noise
3970.png,Other noise
1554.png,Other noise
4243.png,Other noise
4357.png,Other noise
751.png,Other noise
1747.png,Other noise
5667.png,Other noise
510.png,Other noise
5210.png,Other noise
5256.png,Other noise
1999.png,Other noise
4729.png,Other noise
28.png,Other noise
5044.png,Other noise
1737.png,Other noise
1800.png,Other noise
1171.png,Other noise
1167.png,Other noise
3088.png,Other noise
1612.png,Other noise
190.png,Other noise
5669.png,Other noise
4336.png,Other noise
4063.png,Other noise
2397.png,Other noise
5462.png,Other noise
5467.png,Other noise
4667.png,Other noise
5643.png,Other noise
490.png,Other noise
2957.png,Other noise
3999.png,Poisson noise
5113.png,Other noise
1043.png,Other noise
2620.png,Other noise
1531.png,Other noise
3023.png,Other noise
2461.png,Other noise
2549.png,Other noise
2550.png,Other noise
4674.png,Other noise
1677.png,Other noise
4049.png,Other noise
4599.png,Other noise
4402.png,Other noise
4886.png,Other noise
3411.png,Other noise
4948.png,Other noise
5570.png,Other noise
1643.png,Poisson noise
2285.png,Other noise
165.png,Other noise
1257.png,Other noise
3195.png,Other noise
3093.png,Other noise
1933.png,Other noise
3142.png,Other noise
1549.png,Other noise
1812.png,Other noise
5585.png,Other noise
4276.png,Other noise
402.png,Poisson noise
5132.png,Other noise
988.png,Other noise
1383.png,Other noise
2737.png,Other noise
1368.png,Other noise
464.png,Other noise
22.png,Other noise
1787.png,Other noise
202.png,Other noise
4279.png,Other noise
5126.png,Other noise
3704.png,Other noise
247.png,Other noise
2378.png,Other noise
5608.png,Other noise
5832.png,Other noise
831.png,Other noise
3779.png,Other noise
1418.png,Other noise
3841.png,Other noise
3713.png,Poisson noise
4943.png,Other noise
2426.png,Other noise
1660.png,Other noise
3849.png,Other noise
3571.png,Poisson noise
3784.png,Other noise
4784.png,Other noise
2298.png,Other noise
3180.png,Other noise
3617.png,Poisson noise
4239.png,Other noise
1030.png,Other noise
368.png,Other noise
5787.png,Other noise
5749.png,Other noise
758.png,Other noise
1049.png,Other noise
3057.png,Other noise
1369.png,Other noise
4638.png,Other noise
3528.png,Other noise
1134.png,Other noise
469.png,Other noise
3845.png,Other noise
3162.png,Other noise
2678.png,Other noise
1153.png,Other noise
3301.png,Other noise
602.png,Poisson noise
4468.png,Other noise
1117.png,Other noise
1915.png,Other noise
1188.png,Other noise
2572.png,Other noise
799.png,Other noise
4958.png,Other noise
476.png,Poisson noise
4639.png,Other noise
5735.png,Other noise
481.png,Other noise
2265.png,Other noise
1489.png,Other noise
944.png,Other noise
1217.png,Poisson noise
5813.png,Other noise
3335.png,Other noise
5465.png,Other noise
3553.png,Other noise
559.png,Other noise
1044.png,Other noise
4892.png,Other noise
447.png,Other noise
5632.png,Other noise
2111.png,Other noise
5345.png,Other noise
2373.png,Other noise
625.png,Other noise
742.png,Other noise
67.png,Poisson noise
2451.png,Poisson noise
3132.png,Other noise
4850.png,Other noise
2821.png,Other noise
4486.png,Poisson noise
1481.png,Other noise
5487.png,Other noise
2327.png,Poisson noise
4355.png,Other noise
4503.png,Other noise
96.png,Other noise
1393.png,Other noise
3690.png,Other noise
243.png,Other noise
4865.png,Other noise
3990.png,Other noise
2592.png,Other noise
3989.png,Other noise
5049.png,Other noise
4443.png,Other noise
4753.png,Other noise
5071.png,Other noise
3767.png,Other noise
2834.png,Other noise
502.png,Other noise
3043.png,Other noise
2420.png,Other noise
2799.png,Other noise
2207.png,Other noise
2133.png,Other noise
5851.png,Other noise
603.png,Other noise
1106.png,Other noise
5591.png,Other noise
2455.png,Other noise
1971.png,Other noise
5062.png,Other noise
34.png,Other noise
3891.png,Other noise
1817.png,Other noise
2784.png,Other noise
1415.png,Other noise
3190.png,Other noise
2408.png,Other noise
3802.png,Poisson noise
2928.png,Other noise
1087.png,Other noise
2456.png,Other noise
4604.png,Other noise
5611.png,Other noise
5198.png,Other noise
4274.png,Other noise
5534.png,Other noise
3334.png,Other noise
3338.png,Other noise
5258.png,Other noise
509.png,Other noise
5928.png,Other noise
2478.png,Other noise
1506.png,Other noise
896.png,Other noise
690.png,Other noise
5420.png,Other noise
5441.png,Other noise
2109.png,Other noise
4359.png,Other noise
1784.png,Poisson noise
3930.png,Other noise
1357.png,Other noise
2432.png,Other noise
3595.png,Other noise
5492.png,Other noise
2147.png,Other noise
1702.png,Other noise
4043.png,Other noise
1441.png,Poisson noise
3978.png,Poisson noise
813.png,Other noise
1233.png,Other noise
1634.png,Other noise
869.png,Other noise
1897.png,Other noise
3594.png,Other noise
4762.png,Other noise
41.png,Other noise
2833.png,Other noise
733.png,Other noise
945.png,Other noise
1896.png,Other noise
159.png,Other noise
4291.png,Other noise
3644.png,Other noise
5251.png,Other noise
1628.png,Other noise
4590.png,Other noise
814.png,Other noise
5436.png,Other noise
4866.png,Other noise
662.png,Other noise
563.png,Other noise
3761.png,Other noise
3638.png,Other noise
1809.png,Other noise
2160.png,Other noise
4140.png,Other noise
1756.png,Poisson noise
1319.png,Other noise
995.png,Other noise
5502.png,Other noise
4397.png,Other noise
4755.png,Other noise
1892.png,Other noise
1013.png,Other noise
2744.png,Other noise
1232.png,Poisson noise
4509.png,Other noise
551.png,Other noise
3885.png,Other noise
1068.png,Other noise
3878.png,Other noise
3422.png,Other noise
5770.png,Other noise
2234.png,Other noise
5406.png,Other noise
2685.png,Other noise
3153.png,Other noise
3390.png,Other noise
4414.png,Other noise
3097.png,Other noise
3371.png,Other noise
4707.png,Other noise
5011.png,Other noise
5875.png,Other noise
4734.png,Other noise
3843.png,Other noise
5111.png,Other noise
1057.png,Other noise
3273.png,Other noise
5992.png,Other noise
5280.png,Other noise
5904.png,Other noise
923.png,Other noise
4113.png,Other noise
827.png,Other noise
5112.png,Other noise
3799.png,Other noise
1323.png,Other noise
1559.png,Other noise
4702.png,Other noise
5388.png,Other noise
4351.png,Other noise
685.png,Other noise
3377.png,Other noise
554.png,Other noise
1635.png,Other noise
5680.png,Other noise
5529.png,Other noise
1683.png,Poisson noise
2039.png,Other noise
2728.png,Other noise
875.png,Other noise
4706.png,Other noise
4183.png,Other noise
756.png,Other noise
596.png,Poisson noise
4997.png,Poisson noise
2511.png,Other noise
246.png,Other noise
2649.png,Other noise
5592.png,Other noise
195.png,Other noise
2612.png,Other noise
998.png,Other noise
3652.png,Other noise
4141.png,Other noise
3308.png,Other noise
4471.png,Other noise
2002.png,Other noise
3436.png,Other noise
5945.png,Other noise
5834.png,Other noise
3694.png,Poisson noise
2396.png,Other noise
105.png,Other noise
1597.png,Other noise
479.png,Other noise
1996.png,Other noise
1321.png,Other noise
5170.png,Other noise
5903.png,Other noise
5801.png,Other noise
2967.png,Other noise
4814.png,Other noise
4439.png,Other noise
3781.png,Other noise
4455.png,Other noise
2243.png,Other noise
1693.png,Other noise
2584.png,Other noise
3852.png,Other noise
1919.png,Other noise
612.png,Poisson noise
3823.png,Poisson noise
3355.png,Other noise
4964.png,Other noise
5698.png,Other noise
1653.png,Other noise
4485.png,Other noise
4862.png,Other noise
4106.png,Other noise
5779.png,Other noise
1611.png,Other noise
2171.png,Other noise
1092.png,Other noise
125.png,Other noise
4610.png,Other noise
121.png,Other noise
2151.png,Other noise
4653.png,Other noise
2023.png,Other noise
1026.png,Other noise
1689.png,Other noise
2485.png,Other noise
1823.png,Other noise
318.png,Other noise
2882.png,Other noise
2714.png,Other noise
3326.png,Other noise
1455.png,Other noise
4142.png,Other noise
5650.png,Other noise
5750.png,Other noise
2125.png,Other noise
832.png,Other noise
5081.png,Other noise
5720.png,Other noise
216.png,Other noise
1438.png,Other noise
1221.png,Other noise
656.png,Other noise
337.png,Other noise
5263.png,Other noise
4325.png,Other noise
2063.png,Other noise
2830.png,Poisson noise
1804.png,Other noise
3492.png,Other noise
4412.png,Other noise
2368.png,Other noise
2493.png,Other noise
69.png,Other noise
4538.png,Other noise
146.png,Other noise
3079.png,Other noise
2404.png,Other noise
1433.png,Other noise
5259.png,Other noise
4558.png,Other noise
1543.png,Other noise
1895.png,Other noise
5308.png,Other noise
5692.png,Other noise
4084.png,Other noise
3381.png,Other noise
5621.png,Other noise
5446.png,Other noise
991.png,Other noise
154.png,Other noise
2720.png,Other noise
2100.png,Other noise
3501.png,Other noise
637.png,Poisson noise
3069.png,Other noise
3997.png,Other noise
905.png,Other noise
5573.png,Poisson noise
5115.png,Other noise
1734.png,Other noise
3203.png,Poisson noise
4737.png,Other noise
2951.png,Other noise
3994.png,Poisson noise
3546.png,Other noise
1170.png,Other noise
1146.png,Other noise
5466.png,Other noise
267.png,Other noise
5375.png,Other noise
7.png,Other noise
4217.png,Other noise
5641.png,Other noise
2153.png,Other noise
2476.png,Other noise
1964.png,Other noise
4229.png,Other noise
1658.png,Other noise
3681.png,Poisson noise
4379.png,Other noise
1280.png,Other noise
4234.png,Other noise
3543.png,Other noise
1075.png,Other noise
3408.png,Other noise
2201.png,Other noise
663.png,Other noise
2454.png,Other noise
2175.png,Other noise
1857.png,Other noise
2922.png,Other noise
1444.png,Other noise
1356.png,Other noise
5768.png,Other noise
1632.png,Other noise
4941.png,Other noise
2531.png,Other noise
5610.png,Other noise
4138.png,Other noise
3932.png,Other noise
5371.png,Other noise
3794.png,Poisson noise
1686.png,Other noise
1739.png,Other noise
3795.png,Other noise
374.png,Other noise
3161.png,Other noise
1486.png,Other noise
1997.png,Other noise
1629.png,Other noise
4662.png,Other noise
3987.png,Other noise
1588.png,Other noise
4955.png,Other noise
1185.png,Other noise
1669.png,Other noise
1606.png,Other noise
4999.png,Poisson noise
2312.png,Poisson noise
4029.png,Other noise
4456.png,Other noise
2062.png,Other noise
2359.png,Other noise
4799.png,Poisson noise
366.png,Other noise
3460.png,Other noise
5996.png,Other noise
915.png,Other noise
1773.png,Other noise
4104.png,Other noise
2510.png,Other noise
1537.png,Other noise
4904.png,Other noise
5294.png,Other noise
2956.png,Other noise
5530.png,Other noise
1298.png,Other noise
5192.png,Other noise
241.png,Other noise
805.png,Other noise
3453.png,Other noise
5232.png,Other noise
5295.png,Other noise
2220.png,Other noise
4292.png,Other noise
4907.png,Other noise
4908.png,Poisson noise
4257.png,Other noise
5847.png,Poisson noise
2892.png,Other noise
4007.png,Poisson noise
3854.png,Other noise
188.png,Other noise
5877.png,Other noise
2704.png,Other noise
2819.png,Other noise
2314.png,Poisson noise
1254.png,Poisson noise
1399.png,Other noise
2711.png,Other noise
4524.png,Other noise
5517.png,Other noise
2398.png,Other noise
1173.png,Other noise
2788.png,Other noise
1796.png,Other noise
5341.png,Other noise
4060.png,Other noise
1742.png,Other noise
1098.png,Other noise
3202.png,Other noise
4713.png,Other noise
4015.png,Other noise
5783.png,Other noise
1380.png,Other noise
1443.png,Other noise
3397.png,Other noise
5008.png,Other noise
1421.png,Other noise
5766.png,Other noise
4837.png,Other noise
4614.png,Other noise
4103.png,Other noise
4880.png,Other noise
5495.png,Other noise
716.png,Other noise
86.png,Other noise
2506.png,Other noise
1410.png,Other noise
3452.png,Other noise
2870.png,Other noise
4294.png,Other noise
4975.png,Other noise
5789.png,Other noise
2423.png,Other noise
4508.png,Poisson noise
1721.png,Other noise
4616.png,Other noise
836.png,Other noise
4105.png,Other noise
776.png,Other noise
916.png,Other noise
3881.png,Other noise
5772.png,Poisson noise
2050.png,Poisson noise
2319.png,Other noise
2608.png,Other noise
4039.png,Other noise
4340.png,Other noise
2906.png,Other noise
1580.png,Other noise
5486.png,Other noise
3206.png,Poisson noise
894.png,Other noise
258.png,Other noise
838.png,Other noise
3817.png,Poisson noise
3485.png,Other noise
5026.png,Other noise
1485.png,Other noise
3210.png,Other noise
2019.png,Other noise
3964.png,Other noise
5386.png,Other noise
3352.png,Other noise
3271.png,Other noise
3500.png,Other noise
3886.png,Other noise
4859.png,Other noise
4047.png,Other noise
77.png,Other noise
2308.png,Other noise
3091.png,Other noise
3481.png,Other noise
3356.png,Other noise
1131.png,Other noise
1051.png,Other noise
1264.png,Other noise
2416.png,Poisson noise
2551.png,Other noise
2226.png,Other noise
498.png,Other noise
1848.png,Other noise
290.png,Other noise
3137.png,Other noise
2726.png,Other noise
5885.png,Other noise
3337.png,Other noise
1920.png,Other noise
29.png,Other noise
5381.png,Other noise
1601.png,Poisson noise
265.png,Other noise
2635.png,Other noise
638.png,Other noise
4088.png,Other noise
1242.png,Other noise
4970.png,Other noise
103.png,Poisson noise
1007.png,Poisson noise
5001.png,Poisson noise
882.png,Other noise
2791.png,Other noise
5305.png,Other noise
632.png,Other noise
1766.png,Other noise
72.png,Other noise
2971.png,Other noise
1807.png,Other noise
4190.png,Other noise
2123.png,Other noise
833.png,Other noise
5450.png,Other noise
1200.png,Other noise
144.png,Other noise
977.png,Other noise
2394.png,Other noise
5293.png,Other noise
3768.png,Poisson noise
5578.png,Other noise
1406.png,Other noise
4650.png,Other noise
1412.png,Other noise
2505.png,Other noise
1508.png,Other noise
1662.png,Other noise
3996.png,Other noise
2857.png,Other noise
2152.png,Other noise
2554.png,Other noise
3147.png,Other noise
1763.png,Poisson noise
298.png,Other noise
2958.png,Other noise
472.png,Other noise
503.png,Poisson noise
1615.png,Other noise
3792.png,Other noise
3361.png,Other noise
695.png,Other noise
644.png,Other noise
3801.png,Other noise
4526.png,Poisson noise
3646.png,Other noise
456.png,Other noise
1839.png,Other noise
4758.png,Other noise
4312.png,Poisson noise
540.png,Other noise
3616.png,Poisson noise
4268.png,Other noise
109.png,Other noise
5800.png,Other noise
496.png,Other noise
4745.png,Other noise
1510.png,Other noise
1566.png,Other noise
2331.png,Other noise
5463.png,Other noise
5479.png,Other noise
714.png,Other noise
4620.png,Other noise
2108.png,Other noise
1296.png,Other noise
2393.png,Other noise
1318.png,Other noise
697.png,Other noise
3870.png,Other noise
1589.png,Other noise
5844.png,Other noise
4031.png,Other noise
1205.png,Other noise
4290.png,Other noise
861.png,Other noise
1664.png,Other noise
3258.png,Other noise
1605.png,Other noise
224.png,Other noise
4172.png,Other noise
5644.png,Other noise
5600.png,Other noise
5671.png,Other noise
2680.png,Other noise
1015.png,Other noise
5310.png,Other noise
5127.png,Other noise
3507.png,Other noise
5368.png,Other noise
2817.png,Other noise
2860.png,Other noise
5535.png,Other noise
2117.png,Other noise
4953.png,Other noise
361.png,Other noise
5491.png,Other noise
3130.png,Other noise
753.png,Poisson noise
5497.png,Other noise
4798.png,Other noise
567.png,Poisson noise
1035.png,Other noise
3672.png,Other noise
1772.png,Other noise
526.png,Other noise
2789.png,Other noise
4209.png,Other noise
3592.png,Other noise
5538.png,Other noise
527.png,Poisson noise
2257.png,Other noise
71.png,Other noise
4804.png,Poisson noise
2107.png,Other noise
1791.png,Other noise
4979.png,Other noise
3037.png,Other noise
3742.png,Other noise
5627.png,Other noise
1354.png,Other noise
2524.png,Other noise
1521.png,Other noise
2043.png,Other noise
3354.png,Other noise
4651.png,Other noise
1511.png,Other noise
648.png,Other noise
4040.png,Other noise
1725.png,Other noise
595.png,Other noise
3232.png,Other noise
4849.png,Other noise
3198.png,Poisson noise
2840.png,Other noise
573.png,Other noise
2075.png,Other noise
2623.png,Other noise
3651.png,Other noise
3036.png,Other noise
74.png,Other noise
1001.png,Other noise
653.png,Other noise
1046.png,Other noise
525.png,Other noise
2045.png,Other noise
3348.png,Other noise
1577.png,Other noise
4370.png,Other noise
2315.png,Poisson noise
3633.png,Other noise
4812.png,Other noise
120.png,Other noise
935.png,Other noise
5725.png,Other noise
5404.png,Other noise
5569.png,Other noise
2295.png,Other noise
4360.png,Other noise
1050.png,Other noise
2641.png,Other noise
2287.png,Other noise
3605.png,Other noise
1411.png,Other noise
630.png,Other noise
1843.png,Other noise
2129.png,Other noise
271.png,Other noise
5447.png,Other noise
363.png,Other noise
2669.png,Other noise
310.png,Other noise
3458.png,Other noise
5105.png,Other noise
5016.png,Other noise
5328.png,Other noise
5818.png,Other noise
5300.png,Other noise
1981.png,Other noise
5715.png,Other noise
2046.png,Other noise
1564.png,Other noise
5605.png,Other noise
4512.png,Poisson noise
5267.png,Other noise
323.png,Other noise
3547.png,Other noise
2090.png,Other noise
2130.png,Other noise
1502.png,Other noise
4895.png,Other noise
3623.png,Other noise
2743.png,Other noise
3392.png,Other noise
4936.png,Other noise
4362.png,Other noise
3323.png,Other noise
4449.png,Other noise
2249.png,Other noise
1856.png,Other noise
2223.png,Other noise
1224.png,Other noise
4299.png,Other noise
118.png,Other noise
1994.png,Other noise
5710.png,Other noise
1869.png,Other noise
3343.png,Other noise
772.png,Other noise
5254.png,Other noise
2660.png,Other noise
